id;Gemeente;Groep_rij;Geslacht;Bij geboorte;Bij geboorte (afwijking tov NL);Bij 65 jaar;Bij 65 jaar (afwijking tov NL)
1680;Aa en Hunze;Levensverwachting;Totaal;82,5;boven, 99% zeker;20,5;boven, 99% zeker
1680;Aa en Hunze;Levensverwachting;Mannen;80,0;geen;18,9;boven, 95% zeker
1680;Aa en Hunze;Levensverwachting;Vrouwen;85,0;boven, 99% zeker;22,0;boven, 99% zeker
738;Aalburg;Levensverwachting;Totaal;80,9;geen;19,2;onder, 99% zeker
738;Aalburg;Levensverwachting;Mannen;79,8;geen;17,6;onder, 99% zeker
738;Aalburg;Levensverwachting;Vrouwen;81,9;onder, 95% zeker;20,8;geen
358;Aalsmeer;Levensverwachting;Totaal;83,2;boven, 99% zeker;20,8;boven, 99% zeker
358;Aalsmeer;Levensverwachting;Mannen;80,8;boven, 99% zeker;18,9;boven, 95% zeker
358;Aalsmeer;Levensverwachting;Vrouwen;85,7;boven, 99% zeker;22,6;boven, 99% zeker
197;Aalten;Levensverwachting;Totaal;82,0;boven, 95% zeker;20,4;boven, 99% zeker
197;Aalten;Levensverwachting;Mannen;79,9;geen;18,5;geen
197;Aalten;Levensverwachting;Vrouwen;84,1;boven, 95% zeker;22,0;boven, 99% zeker
59;Achtkarspelen;Levensverwachting;Totaal;81,0;onder, 95% zeker;19,4;onder, 99% zeker
59;Achtkarspelen;Levensverwachting;Mannen;78,9;onder, 99% zeker;17,3;onder, 99% zeker
59;Achtkarspelen;Levensverwachting;Vrouwen;83,1;geen;21,3;geen
482;Alblasserdam;Levensverwachting;Totaal;82,8;boven, 99% zeker;20,8;boven, 99% zeker
482;Alblasserdam;Levensverwachting;Mannen;81,1;boven, 95% zeker;19,8;boven, 99% zeker
482;Alblasserdam;Levensverwachting;Vrouwen;84,6;boven, 99% zeker;21,9;boven, 95% zeker
613;Albrandswaard;Levensverwachting;Totaal;82,7;boven, 99% zeker;20,9;boven, 99% zeker
613;Albrandswaard;Levensverwachting;Mannen;80,9;boven, 99% zeker;18,9;geen
613;Albrandswaard;Levensverwachting;Vrouwen;84,4;boven, 99% zeker;22,9;boven, 99% zeker
361;Alkmaar;Levensverwachting;Totaal;81,7;geen;19,9;geen
361;Alkmaar;Levensverwachting;Mannen;79,7;geen;18,5;geen
361;Alkmaar;Levensverwachting;Vrouwen;83,6;geen;21,2;geen
141;Almelo;Levensverwachting;Totaal;79,7;onder, 99% zeker;19,0;onder, 99% zeker
141;Almelo;Levensverwachting;Mannen;77,7;onder, 99% zeker;17,2;onder, 99% zeker
141;Almelo;Levensverwachting;Vrouwen;81,6;onder, 99% zeker;20,5;onder, 99% zeker
34;Almere;Levensverwachting;Totaal;81,8;boven, 99% zeker;19,8;geen
34;Almere;Levensverwachting;Mannen;80,3;boven, 99% zeker;18,5;geen
34;Almere;Levensverwachting;Vrouwen;83,3;geen;21,1;geen
484;Alphen aan den Rijn;Levensverwachting;Totaal;82,2;boven, 99% zeker;20,3;boven, 99% zeker
484;Alphen aan den Rijn;Levensverwachting;Mannen;80,8;boven, 99% zeker;19,0;boven, 99% zeker
484;Alphen aan den Rijn;Levensverwachting;Vrouwen;83,5;geen;21,6;boven, 99% zeker
1723;Alphen-Chaam;Levensverwachting;Totaal;84,0;boven, 99% zeker;22,7;boven, 99% zeker
1723;Alphen-Chaam;Levensverwachting;Mannen;82,7;boven, 99% zeker;20,7;boven, 99% zeker
1723;Alphen-Chaam;Levensverwachting;Vrouwen;85,1;boven, 95% zeker;24,4;boven, 99% zeker
60;Ameland;Levensverwachting;Totaal;83,3;boven, 95% zeker;22,1;boven, 99% zeker
60;Ameland;Levensverwachting;Mannen;78,9;geen;19,3;geen
60;Ameland;Levensverwachting;Vrouwen;88,0;boven, 99% zeker;24,6;boven, 99% zeker
307;Amersfoort;Levensverwachting;Totaal;81,6;geen;19,6;onder, 99% zeker
307;Amersfoort;Levensverwachting;Mannen;79,7;geen;18,1;onder, 99% zeker
307;Amersfoort;Levensverwachting;Vrouwen;83,2;geen;20,9;onder, 99% zeker
362;Amstelveen;Levensverwachting;Totaal;82,6;boven, 99% zeker;20,5;boven, 99% zeker
362;Amstelveen;Levensverwachting;Mannen;80,8;boven, 99% zeker;19,1;boven, 99% zeker
362;Amstelveen;Levensverwachting;Vrouwen;84,2;boven, 99% zeker;21,6;boven, 99% zeker
363;Amsterdam;Levensverwachting;Totaal;80,5;onder, 99% zeker;19,1;onder, 99% zeker
363;Amsterdam;Levensverwachting;Mannen;78,5;onder, 99% zeker;17,7;onder, 99% zeker
363;Amsterdam;Levensverwachting;Vrouwen;82,3;onder, 99% zeker;20,3;onder, 99% zeker
200;Apeldoorn;Levensverwachting;Totaal;81,3;onder, 99% zeker;19,8;onder, 99% zeker
200;Apeldoorn;Levensverwachting;Mannen;79,7;geen;18,5;geen
200;Apeldoorn;Levensverwachting;Vrouwen;82,7;onder, 99% zeker;20,8;onder, 99% zeker
3;Appingedam;Levensverwachting;Totaal;79,9;onder, 99% zeker;18,8;onder, 99% zeker
3;Appingedam;Levensverwachting;Mannen;77,4;onder, 99% zeker;17,4;onder, 99% zeker
3;Appingedam;Levensverwachting;Vrouwen;82,4;geen;19,9;onder, 99% zeker
202;Arnhem;Levensverwachting;Totaal;80,1;onder, 99% zeker;18,9;onder, 99% zeker
202;Arnhem;Levensverwachting;Mannen;78,3;onder, 99% zeker;17,3;onder, 99% zeker
202;Arnhem;Levensverwachting;Vrouwen;81,7;onder, 99% zeker;20,2;onder, 99% zeker
106;Assen;Levensverwachting;Totaal;81,5;geen;20,2;boven, 99% zeker
106;Assen;Levensverwachting;Mannen;80,1;geen;18,9;boven, 99% zeker
106;Assen;Levensverwachting;Vrouwen;82,7;onder, 95% zeker;21,4;geen
743;Asten;Levensverwachting;Totaal;82,4;boven, 99% zeker;20,1;geen
743;Asten;Levensverwachting;Mannen;80,2;geen;18,3;geen
743;Asten;Levensverwachting;Vrouwen;84,6;boven, 99% zeker;21,7;geen
744;Baarle-Nassau;Levensverwachting;Totaal;81,4;geen;20,0;geen
744;Baarle-Nassau;Levensverwachting;Mannen;79,3;geen;18,6;geen
744;Baarle-Nassau;Levensverwachting;Vrouwen;83,6;geen;21,5;geen
308;Baarn;Levensverwachting;Totaal;80,1;onder, 99% zeker;19,4;onder, 99% zeker
308;Baarn;Levensverwachting;Mannen;78,2;onder, 99% zeker;17,6;onder, 99% zeker
308;Baarn;Levensverwachting;Vrouwen;81,8;onder, 99% zeker;20,9;geen
489;Barendrecht;Levensverwachting;Totaal;83,7;boven, 99% zeker;21,1;boven, 99% zeker
489;Barendrecht;Levensverwachting;Mannen;82,3;boven, 99% zeker;19,7;boven, 99% zeker
489;Barendrecht;Levensverwachting;Vrouwen;85,0;boven, 99% zeker;22,4;boven, 99% zeker
203;Barneveld;Levensverwachting;Totaal;82,1;boven, 99% zeker;20,0;geen
203;Barneveld;Levensverwachting;Mannen;80,3;geen;18,6;geen
203;Barneveld;Levensverwachting;Vrouwen;83,8;boven, 95% zeker;21,3;geen
5;Bedum;Levensverwachting;Totaal;82,4;boven, 99% zeker;20,1;geen
5;Bedum;Levensverwachting;Mannen;80,4;geen;18,2;geen
5;Bedum;Levensverwachting;Vrouwen;84,4;boven, 99% zeker;21,9;boven, 95% zeker
888;Beek;Levensverwachting;Totaal;83,5;boven, 99% zeker;21,1;boven, 99% zeker
888;Beek;Levensverwachting;Mannen;81,6;boven, 99% zeker;19,3;boven, 99% zeker
888;Beek;Levensverwachting;Vrouwen;85,2;boven, 99% zeker;22,6;boven, 99% zeker
370;Beemster;Levensverwachting;Totaal;84,7;boven, 99% zeker;22,1;boven, 99% zeker
370;Beemster;Levensverwachting;Mannen;83,1;boven, 99% zeker;20,8;boven, 99% zeker
370;Beemster;Levensverwachting;Vrouwen;86,1;boven, 99% zeker;23,1;boven, 99% zeker
889;Beesel;Levensverwachting;Totaal;82,6;boven, 99% zeker;21,0;boven, 99% zeker
889;Beesel;Levensverwachting;Mannen;81,2;boven, 99% zeker;19,5;boven, 99% zeker
889;Beesel;Levensverwachting;Vrouwen;83,9;geen;22,2;boven, 99% zeker
7;Bellingwedde;Levensverwachting;Totaal;79,0;onder, 99% zeker;19,0;onder, 99% zeker
7;Bellingwedde;Levensverwachting;Mannen;77,8;onder, 95% zeker;18,6;geen
7;Bellingwedde;Levensverwachting;Vrouwen;80,2;onder, 99% zeker;19,4;onder, 99% zeker
1945;Berg en Dal;Levensverwachting;Totaal;80,3;onder, 99% zeker;18,7;onder, 99% zeker
1945;Berg en Dal;Levensverwachting;Mannen;78,9;onder, 99% zeker;17,8;onder, 99% zeker
1945;Berg en Dal;Levensverwachting;Vrouwen;81,7;onder, 99% zeker;19,4;onder, 99% zeker
1724;Bergeijk;Levensverwachting;Totaal;82,8;boven, 99% zeker;20,5;boven, 99% zeker
1724;Bergeijk;Levensverwachting;Mannen;81,3;boven, 99% zeker;19,6;boven, 99% zeker
1724;Bergeijk;Levensverwachting;Vrouwen;84,4;boven, 99% zeker;21,4;geen
893;Bergen (L.);Levensverwachting;Totaal;81,3;geen;19,5;onder, 95% zeker
893;Bergen (L.);Levensverwachting;Mannen;80,0;geen;18,0;onder, 95% zeker
893;Bergen (L.);Levensverwachting;Vrouwen;82,5;geen;20,9;geen
373;Bergen (NH.);Levensverwachting;Totaal;81,9;geen;20,2;boven, 95% zeker
373;Bergen (NH.);Levensverwachting;Mannen;80,4;geen;19,3;boven, 99% zeker
373;Bergen (NH.);Levensverwachting;Vrouwen;83,3;geen;21,0;geen
748;Bergen op Zoom;Levensverwachting;Totaal;81,1;onder, 99% zeker;19,6;onder, 99% zeker
748;Bergen op Zoom;Levensverwachting;Mannen;79,5;geen;18,2;onder, 95% zeker
748;Bergen op Zoom;Levensverwachting;Vrouwen;82,4;onder, 99% zeker;20,8;onder, 99% zeker
1859;Berkelland;Levensverwachting;Totaal;82,7;boven, 99% zeker;20,9;boven, 99% zeker
1859;Berkelland;Levensverwachting;Mannen;80,4;geen;18,8;geen
1859;Berkelland;Levensverwachting;Vrouwen;85,0;boven, 99% zeker;23,0;boven, 99% zeker
1721;Bernheze;Levensverwachting;Totaal;81,6;geen;19,7;geen
1721;Bernheze;Levensverwachting;Mannen;79,8;geen;18,2;geen
1721;Bernheze;Levensverwachting;Vrouwen;83,3;geen;21,2;geen
753;Best;Levensverwachting;Totaal;82,4;boven, 99% zeker;20,1;geen
753;Best;Levensverwachting;Mannen;81,6;boven, 99% zeker;18,9;boven, 95% zeker
753;Best;Levensverwachting;Vrouwen;83,0;geen;21,2;geen
209;Beuningen;Levensverwachting;Totaal;82,3;boven, 95% zeker;20,8;boven, 99% zeker
209;Beuningen;Levensverwachting;Mannen;80,8;boven, 95% zeker;19,1;boven, 99% zeker
209;Beuningen;Levensverwachting;Vrouwen;83,7;geen;22,4;boven, 99% zeker
375;Beverwijk;Levensverwachting;Totaal;81,1;geen;20,0;geen
375;Beverwijk;Levensverwachting;Mannen;79,1;onder, 95% zeker;18,2;geen
375;Beverwijk;Levensverwachting;Vrouwen;83,0;geen;21,5;geen
585;Binnenmaas;Levensverwachting;Totaal;83,3;boven, 99% zeker;20,6;boven, 99% zeker
585;Binnenmaas;Levensverwachting;Mannen;82,0;boven, 99% zeker;19,2;boven, 99% zeker
585;Binnenmaas;Levensverwachting;Vrouwen;84,4;boven, 99% zeker;22,0;boven, 99% zeker
1728;Bladel;Levensverwachting;Totaal;81,8;geen;19,2;onder, 99% zeker
1728;Bladel;Levensverwachting;Mannen;80,0;geen;18,3;geen
1728;Bladel;Levensverwachting;Vrouwen;83,6;geen;20,2;onder, 99% zeker
376;Blaricum;Levensverwachting;Totaal;82,8;boven, 95% zeker;21,5;boven, 99% zeker
376;Blaricum;Levensverwachting;Mannen;81,1;geen;20,1;boven, 99% zeker
376;Blaricum;Levensverwachting;Vrouwen;84,5;boven, 95% zeker;22,9;boven, 99% zeker
377;Bloemendaal;Levensverwachting;Totaal;82,8;boven, 99% zeker;20,7;boven, 99% zeker
377;Bloemendaal;Levensverwachting;Mannen;80,4;geen;19,5;boven, 99% zeker
377;Bloemendaal;Levensverwachting;Vrouwen;84,9;boven, 99% zeker;21,7;boven, 95% zeker
1901;Bodegraven-Reeuwijk;Levensverwachting;Totaal;83,5;boven, 99% zeker;21,4;boven, 99% zeker
1901;Bodegraven-Reeuwijk;Levensverwachting;Mannen;81,5;boven, 99% zeker;19,6;boven, 99% zeker
1901;Bodegraven-Reeuwijk;Levensverwachting;Vrouwen;85,4;boven, 99% zeker;23,0;boven, 99% zeker
755;Boekel;Levensverwachting;Totaal;80,0;onder, 99% zeker;19,1;onder, 99% zeker
755;Boekel;Levensverwachting;Mannen;77,9;onder, 99% zeker;17,7;onder, 95% zeker
755;Boekel;Levensverwachting;Vrouwen;82,3;geen;20,5;geen
1681;Borger-Odoorn;Levensverwachting;Totaal;81,5;geen;19,9;geen
1681;Borger-Odoorn;Levensverwachting;Mannen;80,0;geen;18,7;geen
1681;Borger-Odoorn;Levensverwachting;Vrouwen;82,9;geen;21,0;geen
147;Borne;Levensverwachting;Totaal;82,3;boven, 99% zeker;20,0;geen
147;Borne;Levensverwachting;Mannen;81,4;boven, 99% zeker;19,1;boven, 99% zeker
147;Borne;Levensverwachting;Vrouwen;83,2;geen;20,8;onder, 95% zeker
654;Borsele;Levensverwachting;Totaal;83,3;boven, 99% zeker;21,9;boven, 99% zeker
654;Borsele;Levensverwachting;Mannen;80,6;geen;20,2;boven, 99% zeker
654;Borsele;Levensverwachting;Vrouwen;86,0;boven, 99% zeker;23,3;boven, 99% zeker
756;Boxmeer;Levensverwachting;Totaal;82,9;boven, 99% zeker;20,7;boven, 99% zeker
756;Boxmeer;Levensverwachting;Mannen;81,8;boven, 99% zeker;19,6;boven, 99% zeker
756;Boxmeer;Levensverwachting;Vrouwen;84,0;boven, 95% zeker;21,8;boven, 95% zeker
757;Boxtel;Levensverwachting;Totaal;81,0;onder, 99% zeker;19,2;onder, 99% zeker
757;Boxtel;Levensverwachting;Mannen;79,8;geen;17,9;onder, 99% zeker
757;Boxtel;Levensverwachting;Vrouwen;82,0;onder, 99% zeker;20,4;onder, 99% zeker
758;Breda;Levensverwachting;Totaal;80,9;onder, 99% zeker;19,4;onder, 99% zeker
758;Breda;Levensverwachting;Mannen;79,1;onder, 99% zeker;18,0;onder, 99% zeker
758;Breda;Levensverwachting;Vrouwen;82,5;onder, 99% zeker;20,7;onder, 99% zeker
501;Brielle;Levensverwachting;Totaal;80,9;geen;19,5;onder, 95% zeker
501;Brielle;Levensverwachting;Mannen;80,1;geen;19,0;boven, 95% zeker
501;Brielle;Levensverwachting;Vrouwen;81,8;onder, 99% zeker;20,1;onder, 99% zeker
1876;Bronckhorst;Levensverwachting;Totaal;82,9;boven, 99% zeker;21,0;boven, 99% zeker
1876;Bronckhorst;Levensverwachting;Mannen;81,0;boven, 99% zeker;19,1;boven, 99% zeker
1876;Bronckhorst;Levensverwachting;Vrouwen;84,7;boven, 99% zeker;22,8;boven, 99% zeker
213;Brummen;Levensverwachting;Totaal;82,7;boven, 99% zeker;20,4;boven, 99% zeker
213;Brummen;Levensverwachting;Mannen;80,9;boven, 95% zeker;18,9;boven, 95% zeker
213;Brummen;Levensverwachting;Vrouwen;84,4;boven, 99% zeker;21,6;geen
899;Brunssum;Levensverwachting;Totaal;79,2;onder, 99% zeker;18,3;onder, 99% zeker
899;Brunssum;Levensverwachting;Mannen;77,5;onder, 99% zeker;16,6;onder, 99% zeker
899;Brunssum;Levensverwachting;Vrouwen;80,6;onder, 99% zeker;19,7;onder, 99% zeker
312;Bunnik;Levensverwachting;Totaal;86,3;boven, 99% zeker;23,5;boven, 99% zeker
312;Bunnik;Levensverwachting;Mannen;84,6;boven, 99% zeker;21,6;boven, 99% zeker
312;Bunnik;Levensverwachting;Vrouwen;87,7;boven, 99% zeker;25,0;boven, 99% zeker
313;Bunschoten;Levensverwachting;Totaal;81,8;geen;19,6;geen
313;Bunschoten;Levensverwachting;Mannen;79,9;geen;17,7;onder, 99% zeker
313;Bunschoten;Levensverwachting;Vrouwen;83,7;geen;21,5;geen
214;Buren;Levensverwachting;Totaal;81,1;geen;19,3;onder, 99% zeker
214;Buren;Levensverwachting;Mannen;79,4;geen;17,5;onder, 99% zeker
214;Buren;Levensverwachting;Vrouwen;82,9;geen;21,0;geen
502;Capelle aan den IJssel;Levensverwachting;Totaal;81,6;geen;19,9;geen
502;Capelle aan den IJssel;Levensverwachting;Mannen;79,8;geen;18,4;geen
502;Capelle aan den IJssel;Levensverwachting;Vrouwen;83,2;geen;21,2;geen
383;Castricum;Levensverwachting;Totaal;83,3;boven, 99% zeker;21,0;boven, 99% zeker
383;Castricum;Levensverwachting;Mannen;81,9;boven, 99% zeker;19,8;boven, 99% zeker
383;Castricum;Levensverwachting;Vrouwen;84,7;boven, 99% zeker;22,1;boven, 99% zeker
109;Coevorden;Levensverwachting;Totaal;80,8;onder, 99% zeker;19,2;onder, 99% zeker
109;Coevorden;Levensverwachting;Mannen;79,1;onder, 95% zeker;17,8;onder, 99% zeker
109;Coevorden;Levensverwachting;Vrouwen;82,3;onder, 99% zeker;20,5;onder, 99% zeker
1706;Cranendonck;Levensverwachting;Totaal;81,6;geen;20,1;geen
1706;Cranendonck;Levensverwachting;Mannen;79,6;geen;18,1;geen
1706;Cranendonck;Levensverwachting;Vrouwen;83,5;geen;22,1;boven, 99% zeker
611;Cromstrijen;Levensverwachting;Totaal;82,9;boven, 99% zeker;20,1;geen
611;Cromstrijen;Levensverwachting;Mannen;81,1;geen;18,7;geen
611;Cromstrijen;Levensverwachting;Vrouwen;84,5;boven, 99% zeker;21,2;geen
1684;Cuijk;Levensverwachting;Totaal;80,9;onder, 95% zeker;19,7;geen
1684;Cuijk;Levensverwachting;Mannen;78,2;onder, 99% zeker;17,7;onder, 99% zeker
1684;Cuijk;Levensverwachting;Vrouwen;83,6;geen;21,6;geen
216;Culemborg;Levensverwachting;Totaal;81,4;geen;19,5;onder, 99% zeker
216;Culemborg;Levensverwachting;Mannen;80,2;geen;18,4;geen
216;Culemborg;Levensverwachting;Vrouwen;82,6;geen;20,5;onder, 99% zeker
148;Dalfsen;Levensverwachting;Totaal;83,2;boven, 99% zeker;20,8;boven, 99% zeker
148;Dalfsen;Levensverwachting;Mannen;81,4;boven, 99% zeker;19,0;boven, 99% zeker
148;Dalfsen;Levensverwachting;Vrouwen;84,9;boven, 99% zeker;22,4;boven, 99% zeker
1891;Dantumadiel;Levensverwachting;Totaal;81,3;geen;19,1;onder, 99% zeker
1891;Dantumadiel;Levensverwachting;Mannen;79,9;geen;17,8;onder, 99% zeker
1891;Dantumadiel;Levensverwachting;Vrouwen;82,5;geen;20,2;onder, 99% zeker
310;De Bilt;Levensverwachting;Totaal;82,7;boven, 99% zeker;19,9;geen
310;De Bilt;Levensverwachting;Mannen;81,1;boven, 99% zeker;18,6;geen
310;De Bilt;Levensverwachting;Vrouwen;84,1;boven, 99% zeker;21,1;geen
1940;De Fryske Marren;Levensverwachting;Totaal;82,0;geen;20,5;boven, 99% zeker
1940;De Fryske Marren;Levensverwachting;Mannen;80,4;geen;19,0;boven, 99% zeker
1940;De Fryske Marren;Levensverwachting;Vrouwen;83,5;geen;21,8;boven, 99% zeker
1663;De Marne;Levensverwachting;Totaal;81,2;geen;20,1;geen
1663;De Marne;Levensverwachting;Mannen;79,3;geen;18,7;geen
1663;De Marne;Levensverwachting;Vrouwen;83,4;geen;21,6;geen
736;De Ronde Venen;Levensverwachting;Totaal;83,1;boven, 99% zeker;21,0;boven, 99% zeker
736;De Ronde Venen;Levensverwachting;Mannen;80,7;boven, 99% zeker;19,2;boven, 99% zeker
736;De Ronde Venen;Levensverwachting;Vrouwen;85,5;boven, 99% zeker;22,7;boven, 99% zeker
1690;De Wolden;Levensverwachting;Totaal;81,8;geen;20,4;boven, 95% zeker
1690;De Wolden;Levensverwachting;Mannen;80,1;geen;18,5;geen
1690;De Wolden;Levensverwachting;Vrouwen;83,6;geen;22,2;boven, 99% zeker
503;Delft;Levensverwachting;Totaal;81,7;geen;20,3;boven, 99% zeker
503;Delft;Levensverwachting;Mannen;80,1;geen;18,8;boven, 95% zeker
503;Delft;Levensverwachting;Vrouwen;83,3;geen;21,6;boven, 95% zeker
10;Delfzijl;Levensverwachting;Totaal;79,7;onder, 99% zeker;18,4;onder, 99% zeker
10;Delfzijl;Levensverwachting;Mannen;77,8;onder, 99% zeker;17,3;onder, 99% zeker
10;Delfzijl;Levensverwachting;Vrouwen;81,5;onder, 99% zeker;19,4;onder, 99% zeker
400;Den Helder;Levensverwachting;Totaal;80,4;onder, 99% zeker;19,8;geen
400;Den Helder;Levensverwachting;Mannen;78,8;onder, 99% zeker;18,6;geen
400;Den Helder;Levensverwachting;Vrouwen;81,9;onder, 99% zeker;20,9;onder, 95% zeker
762;Deurne;Levensverwachting;Totaal;80,4;onder, 99% zeker;19,8;geen
762;Deurne;Levensverwachting;Mannen;78,1;onder, 99% zeker;17,8;onder, 99% zeker
762;Deurne;Levensverwachting;Vrouwen;82,9;geen;21,8;boven, 99% zeker
150;Deventer;Levensverwachting;Totaal;81,4;geen;19,9;geen
150;Deventer;Levensverwachting;Mannen;79,9;geen;18,6;geen
150;Deventer;Levensverwachting;Vrouwen;82,8;onder, 95% zeker;21,0;onder, 95% zeker
384;Diemen;Levensverwachting;Totaal;82,7;boven, 99% zeker;20,4;boven, 95% zeker
384;Diemen;Levensverwachting;Mannen;81,5;boven, 99% zeker;19,3;boven, 99% zeker
384;Diemen;Levensverwachting;Vrouwen;83,7;geen;21,4;geen
1774;Dinkelland;Levensverwachting;Totaal;82,3;boven, 99% zeker;20,2;geen
1774;Dinkelland;Levensverwachting;Mannen;80,1;geen;18,4;geen
1774;Dinkelland;Levensverwachting;Vrouwen;84,3;boven, 99% zeker;21,7;geen
221;Doesburg;Levensverwachting;Totaal;80,8;geen;19,8;geen
221;Doesburg;Levensverwachting;Mannen;79,4;geen;18,3;geen
221;Doesburg;Levensverwachting;Vrouwen;82,3;geen;21,1;geen
222;Doetinchem;Levensverwachting;Totaal;81,5;geen;20,0;geen
222;Doetinchem;Levensverwachting;Mannen;79,8;geen;18,7;geen
222;Doetinchem;Levensverwachting;Vrouwen;83,1;geen;21,0;geen
766;Dongen;Levensverwachting;Totaal;81,6;geen;19,7;geen
766;Dongen;Levensverwachting;Mannen;79,7;geen;18,0;onder, 95% zeker
766;Dongen;Levensverwachting;Vrouwen;83,3;geen;21,2;geen
58;Dongeradeel;Levensverwachting;Totaal;81,3;geen;20,0;geen
58;Dongeradeel;Levensverwachting;Mannen;79,1;geen;18,3;geen
58;Dongeradeel;Levensverwachting;Vrouwen;83,5;geen;21,6;geen
505;Dordrecht;Levensverwachting;Totaal;81,2;onder, 99% zeker;19,6;onder, 99% zeker
505;Dordrecht;Levensverwachting;Mannen;79,6;geen;18,4;geen
505;Dordrecht;Levensverwachting;Vrouwen;82,6;onder, 99% zeker;20,7;onder, 99% zeker
498;Drechterland;Levensverwachting;Totaal;81,7;geen;19,9;geen
498;Drechterland;Levensverwachting;Mannen;80,4;geen;19,0;boven, 95% zeker
498;Drechterland;Levensverwachting;Vrouwen;83,0;geen;20,7;onder, 95% zeker
1719;Drimmelen;Levensverwachting;Totaal;81,3;geen;19,6;onder, 95% zeker
1719;Drimmelen;Levensverwachting;Mannen;80,1;geen;18,3;geen
1719;Drimmelen;Levensverwachting;Vrouwen;82,5;onder, 95% zeker;20,9;geen
303;Dronten;Levensverwachting;Totaal;83,7;boven, 99% zeker;21,8;boven, 99% zeker
303;Dronten;Levensverwachting;Mannen;81,7;boven, 99% zeker;20,3;boven, 99% zeker
303;Dronten;Levensverwachting;Vrouwen;85,8;boven, 99% zeker;23,3;boven, 99% zeker
225;Druten;Levensverwachting;Totaal;82,5;boven, 99% zeker;20,6;boven, 99% zeker
225;Druten;Levensverwachting;Mannen;81,5;boven, 99% zeker;19,2;boven, 95% zeker
225;Druten;Levensverwachting;Vrouwen;83,2;geen;21,7;geen
226;Duiven;Levensverwachting;Totaal;82,7;boven, 99% zeker;20,6;boven, 99% zeker
226;Duiven;Levensverwachting;Mannen;81,2;boven, 99% zeker;19,6;boven, 99% zeker
226;Duiven;Levensverwachting;Vrouwen;84,0;boven, 95% zeker;21,4;geen
1711;Echt-Susteren;Levensverwachting;Totaal;80,3;onder, 99% zeker;19,3;onder, 99% zeker
1711;Echt-Susteren;Levensverwachting;Mannen;78,3;onder, 99% zeker;17,8;onder, 99% zeker
1711;Echt-Susteren;Levensverwachting;Vrouwen;82,3;onder, 99% zeker;20,4;onder, 99% zeker
385;Edam-Volendam;Levensverwachting;Totaal;82,3;boven, 99% zeker;20,1;geen
385;Edam-Volendam;Levensverwachting;Mannen;80,9;boven, 99% zeker;19,0;boven, 99% zeker
385;Edam-Volendam;Levensverwachting;Vrouwen;83,8;geen;21,3;geen
228;Ede;Levensverwachting;Totaal;82,4;boven, 99% zeker;20,7;boven, 99% zeker
228;Ede;Levensverwachting;Mannen;80,5;boven, 99% zeker;19,2;boven, 99% zeker
228;Ede;Levensverwachting;Vrouwen;84,2;boven, 99% zeker;22,1;boven, 99% zeker
317;Eemnes;Levensverwachting;Totaal;85,9;boven, 99% zeker;23,8;boven, 99% zeker
317;Eemnes;Levensverwachting;Mannen;84,3;boven, 99% zeker;22,0;boven, 99% zeker
317;Eemnes;Levensverwachting;Vrouwen;87,6;boven, 99% zeker;25,5;boven, 99% zeker
1651;Eemsmond;Levensverwachting;Totaal;81,3;geen;20,9;boven, 99% zeker
1651;Eemsmond;Levensverwachting;Mannen;79,6;geen;19,5;boven, 99% zeker
1651;Eemsmond;Levensverwachting;Vrouwen;82,9;geen;22,3;boven, 99% zeker
770;Eersel;Levensverwachting;Totaal;81,1;geen;19,8;geen
770;Eersel;Levensverwachting;Mannen;79,0;geen;18,3;geen
770;Eersel;Levensverwachting;Vrouwen;83,3;geen;21,2;geen
1903;Eijsden-Margraten;Levensverwachting;Totaal;82,3;boven, 99% zeker;20,5;boven, 99% zeker
1903;Eijsden-Margraten;Levensverwachting;Mannen;81,1;boven, 99% zeker;19,6;boven, 99% zeker
